,timestamp,item,corp,loc,supply,price,year,month,day,weekday,quarter,weekofyear,dayofyear,days_in_month,is_mon_start,is_mon_end
27115,2022-05-09,CB,A,J,0.0,0.0,2022,5,9,0,2,19,129,31,False,False
27116,2022-05-10,CB,A,J,0.0,0.0,2022,5,10,1,2,19,130,31,False,False
27117,2022-05-11,CB,A,J,0.0,0.0,2022,5,11,2,2,19,131,31,False,False
27118,2022-05-12,CB,A,J,0.0,0.0,2022,5,12,3,2,19,132,31,False,False
27119,2022-05-13,CB,A,J,0.0,0.0,2022,5,13,4,2,19,133,31,False,False
27120,2022-05-14,CB,A,J,0.0,0.0,2022,5,14,5,2,19,134,31,False,False
27121,2022-05-15,CB,A,J,0.0,0.0,2022,5,15,6,2,19,135,31,False,False
27122,2022-05-16,CB,A,J,0.0,0.0,2022,5,16,0,2,20,136,31,False,False
27123,2022-05-17,CB,A,J,0.0,0.0,2022,5,17,1,2,20,137,31,False,False
27124,2022-05-18,CB,A,J,0.0,0.0,2022,5,18,2,2,20,138,31,False,False
27125,2022-05-19,CB,A,J,0.0,0.0,2022,5,19,3,2,20,139,31,False,False
27126,2022-05-20,CB,A,J,0.0,0.0,2022,5,20,4,2,20,140,31,False,False
27127,2022-05-21,CB,A,J,0.0,0.0,2022,5,21,5,2,20,141,31,False,False
27128,2022-05-22,CB,A,J,0.0,0.0,2022,5,22,6,2,20,142,31,False,False
27129,2022-05-23,CB,A,J,0.0,0.0,2022,5,23,0,2,21,143,31,False,False
27130,2022-05-24,CB,A,J,0.0,0.0,2022,5,24,1,2,21,144,31,False,False
27131,2022-05-25,CB,A,J,0.0,0.0,2022,5,25,2,2,21,145,31,False,False
27132,2022-05-26,CB,A,J,0.0,0.0,2022,5,26,3,2,21,146,31,False,False
27133,2022-05-27,CB,A,J,0.0,0.0,2022,5,27,4,2,21,147,31,False,False
27134,2022-05-28,CB,A,J,0.0,0.0,2022,5,28,5,2,21,148,31,False,False
27135,2022-05-29,CB,A,J,0.0,0.0,2022,5,29,6,2,21,149,31,False,False
27136,2022-05-30,CB,A,J,0.0,0.0,2022,5,30,0,2,22,150,31,False,False
27137,2022-05-31,CB,A,J,0.0,0.0,2022,5,31,1,2,22,151,31,False,True
27138,2022-06-01,CB,A,J,0.0,0.0,2022,6,1,2,2,22,152,30,True,False
27139,2022-06-02,CB,A,J,0.0,0.0,2022,6,2,3,2,22,153,30,False,False
27140,2022-06-03,CB,A,J,0.0,0.0,2022,6,3,4,2,22,154,30,False,False
27141,2022-06-04,CB,A,J,0.0,0.0,2022,6,4,5,2,22,155,30,False,False
27142,2022-06-05,CB,A,J,0.0,0.0,2022,6,5,6,2,22,156,30,False,False
27143,2022-06-06,CB,A,J,0.0,0.0,2022,6,6,0,2,23,157,30,False,False
27144,2022-06-07,CB,A,J,0.0,0.0,2022,6,7,1,2,23,158,30,False,False
27145,2022-06-08,CB,A,J,0.0,0.0,2022,6,8,2,2,23,159,30,False,False
27146,2022-06-09,CB,A,J,0.0,0.0,2022,6,9,3,2,23,160,30,False,False
27147,2022-06-10,CB,A,J,0.0,0.0,2022,6,10,4,2,23,161,30,False,False
27148,2022-06-11,CB,A,J,0.0,0.0,2022,6,11,5,2,23,162,30,False,False
27149,2022-06-12,CB,A,J,0.0,0.0,2022,6,12,6,2,23,163,30,False,False
27150,2022-06-13,CB,A,J,0.0,0.0,2022,6,13,0,2,24,164,30,False,False
27151,2022-06-14,CB,A,J,0.0,0.0,2022,6,14,1,2,24,165,30,False,False
27152,2022-06-15,CB,A,J,0.0,0.0,2022,6,15,2,2,24,166,30,False,False
27153,2022-06-16,CB,A,J,0.0,0.0,2022,6,16,3,2,24,167,30,False,False
27154,2022-06-17,CB,A,J,0.0,0.0,2022,6,17,4,2,24,168,30,False,False
27155,2022-06-18,CB,A,J,0.0,0.0,2022,6,18,5,2,24,169,30,False,False
27156,2022-06-19,CB,A,J,0.0,0.0,2022,6,19,6,2,24,170,30,False,False
27157,2022-06-20,CB,A,J,0.0,0.0,2022,6,20,0,2,25,171,30,False,False
27158,2022-06-21,CB,A,J,0.0,0.0,2022,6,21,1,2,25,172,30,False,False
27159,2022-06-22,CB,A,J,0.0,0.0,2022,6,22,2,2,25,173,30,False,False
27160,2022-06-23,CB,A,J,0.0,0.0,2022,6,23,3,2,25,174,30,False,False
27161,2022-06-24,CB,A,J,0.0,0.0,2022,6,24,4,2,25,175,30,False,False
27162,2022-06-25,CB,A,J,0.0,0.0,2022,6,25,5,2,25,176,30,False,False
27163,2022-06-26,CB,A,J,0.0,0.0,2022,6,26,6,2,25,177,30,False,False
27164,2022-06-27,CB,A,J,0.0,0.0,2022,6,27,0,2,26,178,30,False,False
27165,2022-06-28,CB,A,J,0.0,0.0,2022,6,28,1,2,26,179,30,False,False
27166,2022-06-29,CB,A,J,0.0,0.0,2022,6,29,2,2,26,180,30,False,False
27167,2022-06-30,CB,A,J,0.0,0.0,2022,6,30,3,2,26,181,30,False,True
27168,2022-07-01,CB,A,J,0.0,0.0,2022,7,1,4,3,26,182,31,True,False
27169,2022-07-02,CB,A,J,0.0,0.0,2022,7,2,5,3,26,183,31,False,False
27170,2022-07-03,CB,A,J,0.0,0.0,2022,7,3,6,3,26,184,31,False,False
27171,2022-07-04,CB,A,J,0.0,0.0,2022,7,4,0,3,27,185,31,False,False
27172,2022-07-05,CB,A,J,0.0,0.0,2022,7,5,1,3,27,186,31,False,False
27173,2022-07-06,CB,A,J,0.0,0.0,2022,7,6,2,3,27,187,31,False,False
27174,2022-07-07,CB,A,J,0.0,0.0,2022,7,7,3,3,27,188,31,False,False
27175,2022-07-08,CB,A,J,0.0,0.0,2022,7,8,4,3,27,189,31,False,False
27176,2022-07-09,CB,A,J,0.0,0.0,2022,7,9,5,3,27,190,31,False,False
27177,2022-07-10,CB,A,J,0.0,0.0,2022,7,10,6,3,27,191,31,False,False
27178,2022-07-11,CB,A,J,0.0,0.0,2022,7,11,0,3,28,192,31,False,False
27179,2022-07-12,CB,A,J,0.0,0.0,2022,7,12,1,3,28,193,31,False,False
27180,2022-07-13,CB,A,J,0.0,0.0,2022,7,13,2,3,28,194,31,False,False
27181,2022-07-14,CB,A,J,0.0,0.0,2022,7,14,3,3,28,195,31,False,False
27182,2022-07-15,CB,A,J,0.0,0.0,2022,7,15,4,3,28,196,31,False,False
27183,2022-07-16,CB,A,J,0.0,0.0,2022,7,16,5,3,28,197,31,False,False
27184,2022-07-17,CB,A,J,0.0,0.0,2022,7,17,6,3,28,198,31,False,False
27185,2022-07-18,CB,A,J,0.0,0.0,2022,7,18,0,3,29,199,31,False,False
27186,2022-07-19,CB,A,J,0.0,0.0,2022,7,19,1,3,29,200,31,False,False
27187,2022-07-20,CB,A,J,0.0,0.0,2022,7,20,2,3,29,201,31,False,False
27188,2022-07-21,CB,A,J,0.0,0.0,2022,7,21,3,3,29,202,31,False,False
27189,2022-07-22,CB,A,J,0.0,0.0,2022,7,22,4,3,29,203,31,False,False
27190,2022-07-23,CB,A,J,0.0,0.0,2022,7,23,5,3,29,204,31,False,False
27191,2022-07-24,CB,A,J,0.0,0.0,2022,7,24,6,3,29,205,31,False,False
27192,2022-07-25,CB,A,J,0.0,0.0,2022,7,25,0,3,30,206,31,False,False
27193,2022-07-26,CB,A,J,0.0,0.0,2022,7,26,1,3,30,207,31,False,False
27194,2022-07-27,CB,A,J,0.0,0.0,2022,7,27,2,3,30,208,31,False,False
27195,2022-07-28,CB,A,J,0.0,0.0,2022,7,28,3,3,30,209,31,False,False
27196,2022-07-29,CB,A,J,0.0,0.0,2022,7,29,4,3,30,210,31,False,False
27197,2022-07-30,CB,A,J,0.0,0.0,2022,7,30,5,3,30,211,31,False,False
27198,2022-07-31,CB,A,J,0.0,0.0,2022,7,31,6,3,30,212,31,False,True
27199,2022-08-01,CB,A,J,0.0,0.0,2022,8,1,0,3,31,213,31,True,False
27200,2022-08-02,CB,A,J,0.0,0.0,2022,8,2,1,3,31,214,31,False,False
27201,2022-08-03,CB,A,J,0.0,0.0,2022,8,3,2,3,31,215,31,False,False
27202,2022-08-04,CB,A,J,0.0,0.0,2022,8,4,3,3,31,216,31,False,False
27203,2022-08-05,CB,A,J,0.0,0.0,2022,8,5,4,3,31,217,31,False,False
27204,2022-08-06,CB,A,J,0.0,0.0,2022,8,6,5,3,31,218,31,False,False
27205,2022-08-07,CB,A,J,0.0,0.0,2022,8,7,6,3,31,219,31,False,False
27206,2022-08-08,CB,A,J,0.0,0.0,2022,8,8,0,3,32,220,31,False,False
27207,2022-08-09,CB,A,J,0.0,0.0,2022,8,9,1,3,32,221,31,False,False
27208,2022-08-10,CB,A,J,0.0,0.0,2022,8,10,2,3,32,222,31,False,False
27209,2022-08-11,CB,A,J,0.0,0.0,2022,8,11,3,3,32,223,31,False,False
27210,2022-08-12,CB,A,J,0.0,0.0,2022,8,12,4,3,32,224,31,False,False
27211,2022-08-13,CB,A,J,0.0,0.0,2022,8,13,5,3,32,225,31,False,False
27212,2022-08-14,CB,A,J,0.0,0.0,2022,8,14,6,3,32,226,31,False,False
27213,2022-08-15,CB,A,J,0.0,0.0,2022,8,15,0,3,33,227,31,False,False
27214,2022-08-16,CB,A,J,0.0,0.0,2022,8,16,1,3,33,228,31,False,False
27215,2022-08-17,CB,A,J,0.0,0.0,2022,8,17,2,3,33,229,31,False,False
27216,2022-08-18,CB,A,J,0.0,0.0,2022,8,18,3,3,33,230,31,False,False
27217,2022-08-19,CB,A,J,0.0,0.0,2022,8,19,4,3,33,231,31,False,False
27218,2022-08-20,CB,A,J,0.0,0.0,2022,8,20,5,3,33,232,31,False,False
27219,2022-08-21,CB,A,J,0.0,0.0,2022,8,21,6,3,33,233,31,False,False
27220,2022-08-22,CB,A,J,0.0,0.0,2022,8,22,0,3,34,234,31,False,False
27221,2022-08-23,CB,A,J,0.0,0.0,2022,8,23,1,3,34,235,31,False,False
27222,2022-08-24,CB,A,J,0.0,0.0,2022,8,24,2,3,34,236,31,False,False
27223,2022-08-25,CB,A,J,0.0,0.0,2022,8,25,3,3,34,237,31,False,False
27224,2022-08-26,CB,A,J,0.0,0.0,2022,8,26,4,3,34,238,31,False,False
27225,2022-08-27,CB,A,J,0.0,0.0,2022,8,27,5,3,34,239,31,False,False
27226,2022-08-28,CB,A,J,0.0,0.0,2022,8,28,6,3,34,240,31,False,False
27227,2022-08-29,CB,A,J,0.0,0.0,2022,8,29,0,3,35,241,31,False,False
27228,2022-08-30,CB,A,J,0.0,0.0,2022,8,30,1,3,35,242,31,False,False
27229,2022-08-31,CB,A,J,0.0,0.0,2022,8,31,2,3,35,243,31,False,True
27230,2022-09-01,CB,A,J,0.0,0.0,2022,9,1,3,3,35,244,30,True,False
27231,2022-09-02,CB,A,J,0.0,0.0,2022,9,2,4,3,35,245,30,False,False
27232,2022-09-03,CB,A,J,0.0,0.0,2022,9,3,5,3,35,246,30,False,False
27233,2022-09-04,CB,A,J,0.0,0.0,2022,9,4,6,3,35,247,30,False,False
27234,2022-09-05,CB,A,J,0.0,0.0,2022,9,5,0,3,36,248,30,False,False
27235,2022-09-06,CB,A,J,0.0,0.0,2022,9,6,1,3,36,249,30,False,False
27236,2022-09-07,CB,A,J,0.0,0.0,2022,9,7,2,3,36,250,30,False,False
27237,2022-09-08,CB,A,J,0.0,0.0,2022,9,8,3,3,36,251,30,False,False
27238,2022-09-09,CB,A,J,0.0,0.0,2022,9,9,4,3,36,252,30,False,False
27239,2022-09-10,CB,A,J,0.0,0.0,2022,9,10,5,3,36,253,30,False,False
27240,2022-09-11,CB,A,J,0.0,0.0,2022,9,11,6,3,36,254,30,False,False
27241,2022-09-12,CB,A,J,0.0,0.0,2022,9,12,0,3,37,255,30,False,False
27242,2022-09-13,CB,A,J,0.0,0.0,2022,9,13,1,3,37,256,30,False,False
27243,2022-09-14,CB,A,J,0.0,0.0,2022,9,14,2,3,37,257,30,False,False
27244,2022-09-15,CB,A,J,0.0,0.0,2022,9,15,3,3,37,258,30,False,False
27245,2022-09-16,CB,A,J,0.0,0.0,2022,9,16,4,3,37,259,30,False,False
27246,2022-09-17,CB,A,J,0.0,0.0,2022,9,17,5,3,37,260,30,False,False
27247,2022-09-18,CB,A,J,0.0,0.0,2022,9,18,6,3,37,261,30,False,False
27248,2022-09-19,CB,A,J,0.0,0.0,2022,9,19,0,3,38,262,30,False,False
27249,2022-09-20,CB,A,J,0.0,0.0,2022,9,20,1,3,38,263,30,False,False
27250,2022-09-21,CB,A,J,0.0,0.0,2022,9,21,2,3,38,264,30,False,False
27251,2022-09-22,CB,A,J,0.0,0.0,2022,9,22,3,3,38,265,30,False,False
27252,2022-09-23,CB,A,J,0.0,0.0,2022,9,23,4,3,38,266,30,False,False
27253,2022-09-24,CB,A,J,0.0,0.0,2022,9,24,5,3,38,267,30,False,False
27254,2022-09-25,CB,A,J,0.0,0.0,2022,9,25,6,3,38,268,30,False,False
27255,2022-09-26,CB,A,J,0.0,0.0,2022,9,26,0,3,39,269,30,False,False
27256,2022-09-27,CB,A,J,0.0,0.0,2022,9,27,1,3,39,270,30,False,False
27257,2022-09-28,CB,A,J,0.0,0.0,2022,9,28,2,3,39,271,30,False,False
27258,2022-09-29,CB,A,J,0.0,0.0,2022,9,29,3,3,39,272,30,False,False
27259,2022-09-30,CB,A,J,0.0,0.0,2022,9,30,4,3,39,273,30,False,True
27260,2022-10-01,CB,A,J,0.0,0.0,2022,10,1,5,4,39,274,31,True,False
27261,2022-10-02,CB,A,J,0.0,0.0,2022,10,2,6,4,39,275,31,False,False
27262,2022-10-03,CB,A,J,0.0,0.0,2022,10,3,0,4,40,276,31,False,False
27263,2022-10-04,CB,A,J,0.0,0.0,2022,10,4,1,4,40,277,31,False,False
27264,2022-10-05,CB,A,J,0.0,0.0,2022,10,5,2,4,40,278,31,False,False
27265,2022-10-06,CB,A,J,0.0,0.0,2022,10,6,3,4,40,279,31,False,False
27266,2022-10-07,CB,A,J,0.0,0.0,2022,10,7,4,4,40,280,31,False,False
27267,2022-10-08,CB,A,J,0.0,0.0,2022,10,8,5,4,40,281,31,False,False
27268,2022-10-09,CB,A,J,0.0,0.0,2022,10,9,6,4,40,282,31,False,False
27269,2022-10-10,CB,A,J,0.0,0.0,2022,10,10,0,4,41,283,31,False,False
27270,2022-10-11,CB,A,J,0.0,0.0,2022,10,11,1,4,41,284,31,False,False
27271,2022-10-12,CB,A,J,0.0,0.0,2022,10,12,2,4,41,285,31,False,False
27272,2022-10-13,CB,A,J,0.0,0.0,2022,10,13,3,4,41,286,31,False,False
27273,2022-10-14,CB,A,J,0.0,0.0,2022,10,14,4,4,41,287,31,False,False
27274,2022-10-15,CB,A,J,0.0,0.0,2022,10,15,5,4,41,288,31,False,False
27275,2022-10-16,CB,A,J,0.0,0.0,2022,10,16,6,4,41,289,31,False,False
27276,2022-10-17,CB,A,J,0.0,0.0,2022,10,17,0,4,42,290,31,False,False
27277,2022-10-18,CB,A,J,0.0,0.0,2022,10,18,1,4,42,291,31,False,False
27278,2022-10-19,CB,A,J,0.0,0.0,2022,10,19,2,4,42,292,31,False,False
27279,2022-10-20,CB,A,J,0.0,0.0,2022,10,20,3,4,42,293,31,False,False
27280,2022-10-21,CB,A,J,0.0,0.0,2022,10,21,4,4,42,294,31,False,False
27281,2022-10-22,CB,A,J,0.0,0.0,2022,10,22,5,4,42,295,31,False,False
27282,2022-10-23,CB,A,J,0.0,0.0,2022,10,23,6,4,42,296,31,False,False
27283,2022-10-24,CB,A,J,0.0,0.0,2022,10,24,0,4,43,297,31,False,False
27284,2022-10-25,CB,A,J,0.0,0.0,2022,10,25,1,4,43,298,31,False,False
27285,2022-10-26,CB,A,J,24.0,1250.0,2022,10,26,2,4,43,299,31,False,False
27286,2022-10-27,CB,A,J,0.0,0.0,2022,10,27,3,4,43,300,31,False,False
27287,2022-10-28,CB,A,J,24.0,1625.0,2022,10,28,4,4,43,301,31,False,False
27288,2022-10-29,CB,A,J,0.0,0.0,2022,10,29,5,4,43,302,31,False,False
27289,2022-10-30,CB,A,J,0.0,0.0,2022,10,30,6,4,43,303,31,False,False
27290,2022-10-31,CB,A,J,48.0,1552.0,2022,10,31,0,4,44,304,31,False,True
27291,2022-11-01,CB,A,J,48.0,1375.0,2022,11,1,1,4,44,305,30,True,False
27292,2022-11-02,CB,A,J,0.0,0.0,2022,11,2,2,4,44,306,30,False,False
27293,2022-11-03,CB,A,J,0.0,0.0,2022,11,3,3,4,44,307,30,False,False
27294,2022-11-04,CB,A,J,56.0,1125.0,2022,11,4,4,4,44,308,30,False,False
27295,2022-11-05,CB,A,J,0.0,0.0,2022,11,5,5,4,44,309,30,False,False
27296,2022-11-06,CB,A,J,0.0,0.0,2022,11,6,6,4,44,310,30,False,False
27297,2022-11-07,CB,A,J,352.0,1420.0,2022,11,7,0,4,45,311,30,False,False
27298,2022-11-08,CB,A,J,0.0,0.0,2022,11,8,1,4,45,312,30,False,False
27299,2022-11-09,CB,A,J,0.0,0.0,2022,11,9,2,4,45,313,30,False,False
27300,2022-11-10,CB,A,J,320.0,1750.0,2022,11,10,3,4,45,314,30,False,False
27301,2022-11-11,CB,A,J,0.0,0.0,2022,11,11,4,4,45,315,30,False,False
27302,2022-11-12,CB,A,J,480.0,1750.0,2022,11,12,5,4,45,316,30,False,False
27303,2022-11-13,CB,A,J,0.0,0.0,2022,11,13,6,4,45,317,30,False,False
27304,2022-11-14,CB,A,J,72.0,1181.0,2022,11,14,0,4,46,318,30,False,False
27305,2022-11-15,CB,A,J,480.0,1375.0,2022,11,15,1,4,46,319,30,False,False
27306,2022-11-16,CB,A,J,0.0,0.0,2022,11,16,2,4,46,320,30,False,False
27307,2022-11-17,CB,A,J,0.0,0.0,2022,11,17,3,4,46,321,30,False,False
27308,2022-11-18,CB,A,J,0.0,0.0,2022,11,18,4,4,46,322,30,False,False
27309,2022-11-19,CB,A,J,0.0,0.0,2022,11,19,5,4,46,323,30,False,False
27310,2022-11-20,CB,A,J,0.0,0.0,2022,11,20,6,4,46,324,30,False,False
27311,2022-11-21,CB,A,J,0.0,0.0,2022,11,21,0,4,47,325,30,False,False
27312,2022-11-22,CB,A,J,0.0,0.0,2022,11,22,1,4,47,326,30,False,False
27313,2022-11-23,CB,A,J,0.0,0.0,2022,11,23,2,4,47,327,30,False,False
27314,2022-11-24,CB,A,J,0.0,0.0,2022,11,24,3,4,47,328,30,False,False
27315,2022-11-25,CB,A,J,504.0,1452.0,2022,11,25,4,4,47,329,30,False,False
27316,2022-11-26,CB,A,J,0.0,0.0,2022,11,26,5,4,47,330,30,False,False
27317,2022-11-27,CB,A,J,0.0,0.0,2022,11,27,6,4,47,331,30,False,False
27318,2022-11-28,CB,A,J,0.0,0.0,2022,11,28,0,4,48,332,30,False,False
27319,2022-11-29,CB,A,J,80.0,1062.0,2022,11,29,1,4,48,333,30,False,False
27320,2022-11-30,CB,A,J,0.0,0.0,2022,11,30,2,4,48,334,30,False,True
27321,2022-12-01,CB,A,J,40.0,850.0,2022,12,1,3,4,48,335,31,True,False
27322,2022-12-02,CB,A,J,480.0,1500.0,2022,12,2,4,4,48,336,31,False,False
27323,2022-12-03,CB,A,J,50.0,650.0,2022,12,3,5,4,48,337,31,False,False
27324,2022-12-04,CB,A,J,0.0,0.0,2022,12,4,6,4,48,338,31,False,False
27325,2022-12-05,CB,A,J,200.0,1120.0,2022,12,5,0,4,49,339,31,False,False
27326,2022-12-06,CB,A,J,352.0,896.0,2022,12,6,1,4,49,340,31,False,False
27327,2022-12-07,CB,A,J,0.0,0.0,2022,12,7,2,4,49,341,31,False,False
27328,2022-12-08,CB,A,J,96.0,1094.0,2022,12,8,3,4,49,342,31,False,False
27329,2022-12-09,CB,A,J,120.0,1158.0,2022,12,9,4,4,49,343,31,False,False
27330,2022-12-10,CB,A,J,496.0,1224.0,2022,12,10,5,4,49,344,31,False,False
27331,2022-12-11,CB,A,J,0.0,0.0,2022,12,11,6,4,49,345,31,False,False
27332,2022-12-12,CB,A,J,856.0,1169.0,2022,12,12,0,4,50,346,31,False,False
27333,2022-12-13,CB,A,J,160.0,1219.0,2022,12,13,1,4,50,347,31,False,False
27334,2022-12-14,CB,A,J,640.0,1227.0,2022,12,14,2,4,50,348,31,False,False
27335,2022-12-15,CB,A,J,176.0,1156.0,2022,12,15,3,4,50,349,31,False,False
27336,2022-12-16,CB,A,J,30.0,1150.0,2022,12,16,4,4,50,350,31,False,False
27337,2022-12-17,CB,A,J,0.0,0.0,2022,12,17,5,4,50,351,31,False,False
27338,2022-12-18,CB,A,J,0.0,0.0,2022,12,18,6,4,50,352,31,False,False
27339,2022-12-19,CB,A,J,0.0,0.0,2022,12,19,0,4,51,353,31,False,False
27340,2022-12-20,CB,A,J,832.0,705.0,2022,12,20,1,4,51,354,31,False,False
27341,2022-12-21,CB,A,J,608.0,901.0,2022,12,21,2,4,51,355,31,False,False
27342,2022-12-22,CB,A,J,208.0,1038.0,2022,12,22,3,4,51,356,31,False,False
27343,2022-12-23,CB,A,J,416.0,1095.0,2022,12,23,4,4,51,357,31,False,False
27344,2022-12-24,CB,A,J,300.0,900.0,2022,12,24,5,4,51,358,31,False,False
27345,2022-12-25,CB,A,J,0.0,0.0,2022,12,25,6,4,51,359,31,False,False
27346,2022-12-26,CB,A,J,240.0,1125.0,2022,12,26,0,4,52,360,31,False,False
27347,2022-12-27,CB,A,J,0.0,0.0,2022,12,27,1,4,52,361,31,False,False
27348,2022-12-28,CB,A,J,0.0,0.0,2022,12,28,2,4,52,362,31,False,False
27349,2022-12-29,CB,A,J,80.0,1312.0,2022,12,29,3,4,52,363,31,False,False
27350,2022-12-30,CB,A,J,400.0,1250.0,2022,12,30,4,4,52,364,31,False,False
27351,2022-12-31,CB,A,J,0.0,0.0,2022,12,31,5,4,52,365,31,False,True
27352,2023-01-01,CB,A,J,0.0,0.0,2023,1,1,6,1,52,1,31,True,False
27353,2023-01-02,CB,A,J,0.0,0.0,2023,1,2,0,1,1,2,31,False,False
27354,2023-01-03,CB,A,J,600.0,1142.0,2023,1,3,1,1,1,3,31,False,False
27355,2023-01-04,CB,A,J,400.0,1150.0,2023,1,4,2,1,1,4,31,False,False
27356,2023-01-05,CB,A,J,192.0,1135.0,2023,1,5,3,1,1,5,31,False,False
27357,2023-01-06,CB,A,J,400.0,1025.0,2023,1,6,4,1,1,6,31,False,False
27358,2023-01-07,CB,A,J,1120.0,1210.0,2023,1,7,5,1,1,7,31,False,False
27359,2023-01-08,CB,A,J,0.0,0.0,2023,1,8,6,1,1,8,31,False,False
27360,2023-01-09,CB,A,J,1008.0,951.0,2023,1,9,0,1,2,9,31,False,False
27361,2023-01-10,CB,A,J,752.0,890.0,2023,1,10,1,1,2,10,31,False,False
27362,2023-01-11,CB,A,J,96.0,1125.0,2023,1,11,2,1,2,11,31,False,False
27363,2023-01-12,CB,A,J,0.0,0.0,2023,1,12,3,1,2,12,31,False,False
27364,2023-01-13,CB,A,J,0.0,0.0,2023,1,13,4,1,2,13,31,False,False
27365,2023-01-14,CB,A,J,0.0,0.0,2023,1,14,5,1,2,14,31,False,False
27366,2023-01-15,CB,A,J,0.0,0.0,2023,1,15,6,1,2,15,31,False,False
27367,2023-01-16,CB,A,J,0.0,0.0,2023,1,16,0,1,3,16,31,False,False
27368,2023-01-17,CB,A,J,0.0,0.0,2023,1,17,1,1,3,17,31,False,False
27369,2023-01-18,CB,A,J,80.0,1188.0,2023,1,18,2,1,3,18,31,False,False
27370,2023-01-19,CB,A,J,480.0,1062.0,2023,1,19,3,1,3,19,31,False,False
27371,2023-01-20,CB,A,J,432.0,1188.0,2023,1,20,4,1,3,20,31,False,False
27372,2023-01-21,CB,A,J,264.0,938.0,2023,1,21,5,1,3,21,31,False,False
27373,2023-01-22,CB,A,J,0.0,0.0,2023,1,22,6,1,3,22,31,False,False
27374,2023-01-23,CB,A,J,0.0,0.0,2023,1,23,0,1,4,23,31,False,False
27375,2023-01-24,CB,A,J,0.0,0.0,2023,1,24,1,1,4,24,31,False,False
27376,2023-01-25,CB,A,J,248.0,250.0,2023,1,25,2,1,4,25,31,False,False
27377,2023-01-26,CB,A,J,0.0,0.0,2023,1,26,3,1,4,26,31,False,False
27378,2023-01-27,CB,A,J,0.0,0.0,2023,1,27,4,1,4,27,31,False,False
27379,2023-01-28,CB,A,J,1496.0,1283.0,2023,1,28,5,1,4,28,31,False,False
27380,2023-01-29,CB,A,J,0.0,0.0,2023,1,29,6,1,4,29,31,False,False
27381,2023-01-30,CB,A,J,368.0,2500.0,2023,1,30,0,1,5,30,31,False,False
27382,2023-01-31,CB,A,J,998.0,1906.0,2023,1,31,1,1,5,31,31,False,True
27383,2023-02-01,CB,A,J,237.0,2500.0,2023,2,1,2,1,5,32,28,True,False
27384,2023-02-02,CB,A,J,872.0,1838.0,2023,2,2,3,1,5,33,28,False,False
27385,2023-02-03,CB,A,J,360.0,1858.0,2023,2,3,4,1,5,34,28,False,False
27386,2023-02-04,CB,A,J,80.0,1188.0,2023,2,4,5,1,5,35,28,False,False
27387,2023-02-05,CB,A,J,0.0,0.0,2023,2,5,6,1,5,36,28,False,False
27388,2023-02-06,CB,A,J,384.0,2500.0,2023,2,6,0,1,6,37,28,False,False
27389,2023-02-07,CB,A,J,1536.0,1495.0,2023,2,7,1,1,6,38,28,False,False
27390,2023-02-08,CB,A,J,1471.0,1265.0,2023,2,8,2,1,6,39,28,False,False
27391,2023-02-09,CB,A,J,1424.0,1456.0,2023,2,9,3,1,6,40,28,False,False
27392,2023-02-10,CB,A,J,1984.0,1478.0,2023,2,10,4,1,6,41,28,False,False
27393,2023-02-11,CB,A,J,864.0,1436.0,2023,2,11,5,1,6,42,28,False,False
27394,2023-02-12,CB,A,J,0.0,0.0,2023,2,12,6,1,6,43,28,False,False
27395,2023-02-13,CB,A,J,1904.0,1921.0,2023,2,13,0,1,7,44,28,False,False
27396,2023-02-14,CB,A,J,1199.0,1628.0,2023,2,14,1,1,7,45,28,False,False
27397,2023-02-15,CB,A,J,480.0,2500.0,2023,2,15,2,1,7,46,28,False,False
27398,2023-02-16,CB,A,J,480.0,2500.0,2023,2,16,3,1,7,47,28,False,False
27399,2023-02-17,CB,A,J,480.0,2500.0,2023,2,17,4,1,7,48,28,False,False
27400,2023-02-18,CB,A,J,0.0,0.0,2023,2,18,5,1,7,49,28,False,False
27401,2023-02-19,CB,A,J,0.0,0.0,2023,2,19,6,1,7,50,28,False,False
27402,2023-02-20,CB,A,J,752.0,2452.0,2023,2,20,0,1,8,51,28,False,False
27403,2023-02-21,CB,A,J,40.0,1438.0,2023,2,21,1,1,8,52,28,False,False
27404,2023-02-22,CB,A,J,88.0,1562.0,2023,2,22,2,1,8,53,28,False,False
27405,2023-02-23,CB,A,J,80.0,1562.0,2023,2,23,3,1,8,54,28,False,False
27406,2023-02-24,CB,A,J,48.0,1625.0,2023,2,24,4,1,8,55,28,False,False
27407,2023-02-25,CB,A,J,0.0,0.0,2023,2,25,5,1,8,56,28,False,False
27408,2023-02-26,CB,A,J,0.0,0.0,2023,2,26,6,1,8,57,28,False,False
27409,2023-02-27,CB,A,J,80.0,1438.0,2023,2,27,0,1,9,58,28,False,False
27410,2023-02-28,CB,A,J,9160.0,710.0,2023,2,28,1,1,9,59,28,False,True
27411,2023-03-01,CB,A,J,10000.0,488.0,2023,3,1,2,1,9,60,31,True,False
27412,2023-03-02,CB,A,J,120.0,1312.0,2023,3,2,3,1,9,61,31,False,False
27413,2023-03-03,CB,A,J,0.0,0.0,2023,3,3,4,1,9,62,31,False,False
27414,2019-01-01,CB,A,S,0.0,0.0,2019,1,1,1,1,1,1,31,True,False
27415,2019-01-02,CB,A,S,0.0,0.0,2019,1,2,2,1,1,2,31,False,False
